BAD,LOAN,LOANDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION
0.0,10200.0,7315.7,8385.8,DebtCon,,3.0,0.0,0.0,193.5089634,0.0,16.0,29.087994721,2017-06-26,horsham,Pennsylvania,Middle Atlantic,Northeast
0.0,10200.0,7862.8,9209.0,DebtCon,Other,10.0,1.0,0.0,164.31789635,6.0,21.0,38.721321606,2019-06-14,oskaloosa,Iowa,West North Central,Midwest
0.0,10200.0,3822.3,6072.8,DebtCon,Mgr,,,,,,,35.347853825,2019-01-23,almira,Washington,Pacific,West
0.0,10200.0,6117.9,6959.1,DebtCon,,18.0,0.0,0.0,148.70447764,1.0,11.0,34.472204606,2021-06-22,winchester,Kentucky,East South Central,South
0.0,10200.0,3452.2,4307.6,CarImp,Other,9.0,0.0,0.0,92.907548338,0.0,3.0,36.845356693,2017-02-28,weatherford,Texas,West South Central,South
1.0,10200.0,2958.1,3999.2,DebtCon,Self,3.0,0.0,0.0,149.87462567,2.0,26.0,43.197242061,2019-07-22,hephzibah,Georgia,South Atlantic,South
0.0,10200.0,1632.2,8650.5,DebtCon,Other,8.0,0.0,0.0,259.16381964,0.0,14.0,21.253498139,2018-02-04,oak park,Illinois,East North Central,Midwest
0.0,10200.0,5714.2,7266.4,DebtCon,,19.0,0.0,0.0,158.18580391,1.0,12.0,32.49748842,2018-09-28,oak park,Illinois,East North Central,Midwest
0.0,10200.0,8096.9,10093.7,DebtCon,Other,9.0,0.0,0.0,168.74982105,4.0,21.0,39.698429807,2018-01-19,woodbridge,California,Pacific,West
0.0,10200.0,8640.0,11369.8,CarImp,ProfExe,11.0,0.0,1.0,181.54292704,0.0,27.0,35.031650879,2019-04-18,west covina,California,Pacific,West
0.0,10200.0,6580.3,8515.5,CarImp,Other,15.0,0.0,0.0,218.48175459,0.0,36.0,36.182192009,2021-05-09,champlin,Minnesota,West North Central,Midwest
0.0,10200.0,7925.7,10591.2,CarImp,ProfExe,3.0,0.0,0.0,95.35537249,0.0,33.0,39.391365195,2021-05-20,whitesburg,Georgia,South Atlantic,South
0.0,10200.0,,6437.7,CarImp,Other,,0.0,0.0,347.24501311,0.0,6.0,37.774681559,2020-10-02,west harrison,New York,Middle Atlantic,Northeast
0.0,10300.0,6100.0,7500.0,DebtCon,Office,12.0,0.0,0.0,251.53333333,4.0,37.0,,2017-03-16,elbert,Colorado,Mountain,West
1.0,10300.0,7014.7,12212.4,CarImp,Other,1.0,0.0,0.0,58.895685895,0.0,7.0,57.995018623,2018-03-08,harlingen,Texas,West South Central,South
0.0,10300.0,5492.5,8407.8,CarImp,Other,2.0,0.0,1.0,189.69527288,0.0,13.0,29.133697408,2019-01-07,chapin,South Carolina,South Atlantic,South
0.0,10300.0,5178.7,8620.0,CarImp,Other,17.0,0.0,0.0,203.73276258,0.0,16.0,34.435246045,2019-10-25,hudson,Illinois,East North Central,Midwest
0.0,10300.0,7924.3,8984.0,DebtCon,Office,16.0,0.0,0.0,87.825346176,0.0,9.0,24.479373218,2018-09-12,long island city,New York,Middle Atlantic,Northeast
0.0,10300.0,,6908.5,CarImp,Other,,0.0,0.0,380.27804051,0.0,7.0,36.739820219,2019-09-01,hattiesburg,Mississippi,East South Central,South
0.0,10300.0,4660.9,6381.2,DebtCon,Other,1.0,0.0,0.0,184.78841632,2.0,13.0,29.140031372,2017-03-20,morganton,Georgia,South Atlantic,South
0.0,10300.0,5857.2,7594.6,DebtCon,Office,5.0,0.0,0.0,85.010052857,2.0,14.0,27.769438937,2017-08-11,winston-salem,North Carolina,South Atlantic,South
0.0,10300.0,,5054.8,CarImp,Mgr,5.0,,,165.55319924,,9.0,23.886330813,2017-05-27,hudson,Florida,South Atlantic,South
0.0,10300.0,5071.4,5608.8,DebtCon,Office,1.0,0.0,0.0,163.08914819,1.0,21.0,37.973055369,2018-02-28,hobbs,New Mexico,Mountain,West
0.0,10300.0,6538.2,7381.7,DebtCon,Other,1.0,0.0,0.0,190.64814501,1.0,17.0,34.192891589,2021-03-27,newark,Delaware,South Atlantic,South
0.0,10300.0,7462.4,9669.7,DebtCon,Office,7.0,0.0,0.0,217.23532123,3.0,28.0,41.511300788,2019-07-21,westchester,Illinois,East North Central,Midwest
0.0,10300.0,7548.3,9934.5,DebtCon,ProfExe,3.0,0.0,0.0,133.79051006,0.0,25.0,34.887236085,2019-02-05,watertown,New York,Middle Atlantic,Northeast
0.0,10300.0,4527.5,6272.4,CarImp,Other,11.0,0.0,1.0,109.32463871,3.0,34.0,37.291824994,2021-08-27,loganville,Georgia,South Atlantic,South
0.0,10300.0,5767.6,7102.7,DebtCon,,19.0,0.0,0.0,157.51963708,1.0,11.0,33.992366066,2018-11-22,checotah,Oklahoma,West South Central,South
0.0,10300.0,5934.0,8470.8,CarImp,Other,13.0,0.0,0.0,222.36488939,1.0,36.0,34.925984254,2019-01-03,west bloomfield,Michigan,East North Central,Midwest
0.0,10300.0,8288.9,9718.9,DebtCon,Mgr,2.0,0.0,0.0,82.507446213,2.0,24.0,39.53698719,2020-12-31,waxhaw,North Carolina,South Atlantic,South
0.0,10300.0,5612.7,7229.4,CarImp,Other,28.0,1.0,3.0,184.34575081,0.0,24.0,34.634235614,2019-07-30,winnetka,California,Pacific,West
0.0,10300.0,6587.6,8006.4,DebtCon,,3.0,0.0,0.0,220.82597888,0.0,15.0,30.633131002,2021-12-16,north tonawanda,New York,Middle Atlantic,Northeast
0.0,10300.0,5790.2,7435.5,CarImp,Other,4.0,0.0,0.0,243.6309162,1.0,16.0,36.574441888,2021-07-28,hiddenite,North Carolina,South Atlantic,South
1.0,10300.0,3989.3,5500.0,DebtCon,Other,1.5,0.0,1.0,99.433333333,2.0,32.0,,2020-05-07,chandler,Arizona,Mountain,West
0.0,10300.0,,5105.3,CarImp,Other,10.0,1.0,0.0,306.99220543,2.0,12.0,34.483878415,2018-10-05,coventry,Rhode Island,New England,Northeast
0.0,10300.0,4494.1,6069.4,DebtCon,Other,2.0,0.0,0.0,85.681205116,0.0,20.0,39.53639781,2018-12-26,north brunswick,New Jersey,Middle Atlantic,Northeast
0.0,10400.0,6350.5,7581.1,DebtCon,Other,3.0,0.0,0.0,182.0920717,2.0,17.0,33.690785641,2018-05-21,excelsior springs,Missouri,West North Central,Midwest
0.0,10400.0,6604.4,8353.1,CarImp,Office,12.0,0.0,0.0,241.51415322,0.0,31.0,45.569842652,2017-08-19,dunkirk,Ohio,East North Central,Midwest
0.0,10400.0,6244.2,7319.7,DebtCon,ProfExe,8.0,0.0,0.0,47.610677633,1.0,24.0,38.88482776,2017-11-04,winter park,Florida,South Atlantic,South
0.0,10400.0,6362.6,7947.7,,Other,12.0,0.0,0.0,260.79726222,0.0,27.0,27.942866028,2017-10-29,hawaiian gardens,California,Pacific,West
0.0,10400.0,5661.0,8683.1,CarImp,Other,19.0,0.0,0.0,190.08482952,0.0,28.0,24.602658554,2018-11-29,morganton,Georgia,South Atlantic,South
0.0,10400.0,2123.5,4011.6,DebtCon,Other,3.0,,,,,,36.905414314,2017-10-07,myerstown,Pennsylvania,Middle Atlantic,Northeast
0.0,10400.0,6490.4,7676.7,DebtCon,Office,11.0,0.0,0.0,245.01801188,4.0,37.0,41.423844135,2021-01-12,hastings,Michigan,East North Central,Midwest
0.0,10400.0,6433.6,7756.4,DebtCon,Office,4.0,2.0,3.0,188.78007609,2.0,30.0,39.699980465,2018-07-02,morganton,Georgia,South Atlantic,South
0.0,10400.0,3723.3,5232.0,DebtCon,Other,15.0,0.0,0.0,88.677328625,0.0,11.0,31.056436786,2017-09-03,morganton,Georgia,South Atlantic,South
0.0,10400.0,5781.6,8204.7,CarImp,Other,3.0,0.0,1.0,176.65689456,0.0,12.0,30.674205288,2021-07-19,norwalk,Connecticut,New England,Northeast
1.0,10400.0,5120.0,7612.5,DebtCon,Other,12.0,0.0,0.0,132.36666667,0.0,16.0,,2021-01-20,huntington beach,California,Pacific,West
0.0,10400.0,3982.1,5404.0,CarImp,Mgr,21.0,1.0,0.0,231.60541135,1.0,18.0,36.439736731,2021-11-30,webster,Texas,West South Central,South
0.0,10400.0,7832.0,10001.7,DebtCon,Other,10.0,0.0,0.0,167.42253971,4.0,21.0,41.974878281,2019-01-09,anchorage,Alaska,Pacific,West
1.0,10400.0,4271.4,7232.2,DebtCon,Other,12.0,0.0,0.0,105.07480159,6.0,15.0,41.262353472,2017-01-22,coventry,Rhode Island,New England,Northeast
0.0,10400.0,4571.0,5529.9,DebtCon,Office,0.0,0.0,0.0,166.37415023,0.0,20.0,34.536411741,2018-12-13,hardinsburg,Kentucky,East South Central,South
0.0,10400.0,1142.6,6929.4,DebtCon,ProfExe,20.0,0.0,1.0,396.92626454,1.0,11.0,20.291988939,2017-11-06,winston-salem,North Carolina,South Atlantic,South
0.0,10500.0,,5390.7,CarImp,Other,10.0,0.0,0.0,308.21326219,2.0,13.0,34.408948419,2020-03-10,corvallis,Oregon,Pacific,West
0.0,10500.0,6014.5,6326.8,CarImp,Other,4.0,0.0,0.0,122.49607792,0.0,34.0,36.736870753,2017-08-03,eugene,Oregon,Pacific,West
0.0,10500.0,6429.5,7359.4,DebtCon,,19.0,0.0,0.0,157.24655028,0.0,11.0,33.556312248,2020-05-18,woodbridge,California,Pacific,West
0.0,10500.0,15443.4,17948.6,CarImp,Office,5.0,0.0,0.0,182.35389999,1.0,55.0,34.983459334,2021-04-21,carencro,Louisiana,West South Central,South
0.0,10500.0,6433.1,6504.0,CarImp,Other,4.0,0.0,0.0,66.541057817,1.0,20.0,42.332124341,2017-03-25,waycross,Georgia,South Atlantic,South
0.0,10500.0,,7338.8,CarImp,Other,,0.0,0.0,367.23086382,0.0,7.0,36.842174626,2021-01-26,watervliet,New York,Middle Atlantic,Northeast
0.0,10500.0,1369.4,8758.0,DebtCon,Other,8.0,0.0,0.0,258.55492784,0.0,14.0,20.260198049,2019-06-17,kodiak,Alaska,Pacific,West
0.0,10500.0,2600.0,3900.0,DebtCon,Other,9.0,,1.0,152.23333333,7.0,29.0,,2019-06-03,hartford,Wisconsin,East North Central,Midwest
0.0,10500.0,8882.9,11496.2,DebtCon,Other,13.0,0.0,0.0,206.21222804,3.0,15.0,37.864946214,2018-02-05,holland,Ohio,East North Central,Midwest
0.0,10500.0,5353.7,6667.4,DebtCon,Office,4.0,0.0,0.0,83.503094799,2.0,11.0,37.098413449,2019-09-23,horseheads,New York,Middle Atlantic,Northeast
0.0,10500.0,4146.7,5832.9,DebtCon,Mgr,2.0,0.0,0.0,187.71348615,0.0,22.0,27.86112392,2020-09-15,hatboro,Pennsylvania,Middle Atlantic,Northeast
1.0,10500.0,5788.0,6680.2,DebtCon,Other,2.0,0.0,0.0,94.598425262,8.0,21.0,45.464765837,2017-07-01,west bloomfield,Michigan,East North Central,Midwest
0.0,10500.0,6313.0,7138.7,DebtCon,Other,3.0,0.0,2.0,305.55692802,0.0,10.0,32.177916696,2018-04-10,mankato,Minnesota,West North Central,Midwest
0.0,10500.0,5737.2,6796.0,DebtCon,ProfExe,1.5,0.0,0.0,158.26666667,2.0,35.0,,2021-08-28,loa,Utah,Mountain,West
1.0,10500.0,,1860.0,CarImp,Other,24.0,,,,,,,2018-01-11,oneonta,New York,Middle Atlantic,Northeast
0.0,10500.0,7400.0,8900.0,DebtCon,Mgr,6.0,0.0,0.0,138.03333333,2.0,27.0,,2017-09-13,bellevue,Washington,Pacific,West
1.0,10500.0,4150.0,5624.7,DebtCon,Other,8.0,0.0,1.0,70.033333333,2.0,24.0,,2018-07-07,mayer,Arizona,Mountain,West
0.0,10500.0,3092.2,5768.2,,Other,30.0,0.0,0.0,241.46041263,0.0,19.0,23.237035018,2021-02-20,orange city,Florida,South Atlantic,South
0.0,10500.0,6965.6,8819.8,DebtCon,Office,15.0,0.0,0.0,97.319406172,0.0,8.0,27.322396546,2021-10-11,atwood,Kansas,West North Central,Midwest
1.0,10500.0,8900.0,26800.0,CarImp,ProfExe,,4.0,,120.8,2.0,15.0,,2017-05-02,buffalo,Missouri,West North Central,Midwest
0.0,10500.0,4200.3,5375.4,DebtCon,Other,16.0,0.0,0.0,84.551104187,0.0,12.0,32.342959321,2020-09-18,oakton,Virginia,South Atlantic,South
0.0,10500.0,7672.9,10228.7,CarImp,ProfExe,5.0,0.0,0.0,89.062698773,1.0,33.0,38.447658863,2018-02-12,westwego,Louisiana,West South Central,South
0.0,10500.0,7481.4,9813.2,CarImp,ProfExe,8.0,0.0,0.0,164.3308981,0.0,34.0,32.375149102,2017-02-17,danville,Alabama,East South Central,South
1.0,10500.0,5526.7,6516.0,DebtCon,Other,1.0,0.0,0.0,108.27542318,8.0,22.0,47.079285365,2020-04-27,waipahu,Hawaii,Pacific,West
0.0,10500.0,4748.3,5387.7,DebtCon,,9.0,0.0,0.0,117.05239472,0.0,26.0,21.446281709,2017-03-06,wildomar,California,Pacific,West
0.0,10500.0,3404.4,5578.4,DebtCon,Other,10.0,0.0,0.0,245.1308598,1.0,32.0,36.350329432,2021-02-23,willis,Texas,West South Central,South
0.0,10500.0,1263.0,3222.0,,,,,,,,,34.345859886,2017-06-12,menard,Texas,West South Central,South
0.0,10500.0,2718.0,8697.8,CarImp,ProfExe,22.0,0.0,0.0,230.72115441,0.0,10.0,25.753010226,2021-01-09,helotes,Texas,West South Central,South
0.0,10600.0,4770.1,6650.0,DebtCon,Other,10.0,0.0,0.0,103.01428965,0.0,23.0,37.310006097,2019-08-14,cleveland,Georgia,South Atlantic,South
0.0,10600.0,3774.2,6433.4,DebtCon,Mgr,,,,,,,37.541257884,2017-01-28,oswego,Illinois,East North Central,Midwest
0.0,10600.0,8038.6,10652.6,CarImp,ProfExe,1.0,0.0,0.0,64.066735538,1.0,19.0,34.104697064,2017-04-06,nazareth,Pennsylvania,Middle Atlantic,Northeast
0.0,10600.0,3121.6,4471.6,DebtCon,Other,8.0,,1.0,149.19464754,6.0,29.0,37.88226039,2021-02-10,orrtanna,Pennsylvania,Middle Atlantic,Northeast
0.0,10600.0,8289.4,12435.9,CarImp,Other,7.0,,,,,,40.325885318,2020-10-06,lincoln,Illinois,East North Central,Midwest
0.0,10600.0,5434.4,9274.2,CarImp,Other,19.0,0.0,0.0,171.20507901,0.0,28.0,24.553206166,2021-07-08,lisle,Illinois,East North Central,Midwest
0.0,10600.0,3906.1,5022.5,DebtCon,Other,15.0,0.0,0.0,77.114285108,0.0,12.0,32.587465652,2018-11-10,wilmington,Delaware,South Atlantic,South
1.0,10600.0,6129.4,8264.6,DebtCon,ProfExe,5.0,0.0,4.0,87.859169291,2.0,13.0,36.395148149,2018-09-04,willis,Texas,West South Central,South
0.0,10600.0,4658.9,6455.9,CarImp,Other,8.0,0.0,0.0,85.230876487,2.0,33.0,40.451392536,2020-09-16,weston,Florida,South Atlantic,South
0.0,10600.0,2826.4,8654.6,CarImp,ProfExe,20.0,0.0,0.0,244.14050903,0.0,11.0,24.20235008,2018-08-01,watervliet,New York,Middle Atlantic,Northeast
0.0,10600.0,4469.6,5768.6,DebtCon,Office,0.0,0.0,0.0,170.34097406,0.0,20.0,37.792555026,2017-06-07,dover,New Hampshire,New England,Northeast
0.0,10600.0,6151.3,7314.3,DebtCon,ProfExe,2.0,0.0,0.0,164.56765548,2.0,34.0,43.204953133,2020-02-19,monument,Colorado,Mountain,West
0.0,10600.0,8236.5,10027.2,DebtCon,ProfExe,3.0,1.0,0.0,122.48359427,0.0,26.0,33.651646949,2017-12-25,windsor,North Carolina,South Atlantic,South
0.0,10600.0,8115.1,20045.9,CarImp,Self,14.0,0.0,0.0,9.5341427099,,7.0,21.223213992,2017-09-23,carrollton,Kentucky,East South Central,South
0.0,10600.0,6290.9,8141.1,CarImp,Other,15.0,0.0,0.0,238.31447075,1.0,35.0,34.680381648,2020-12-02,hopkinton,Massachusetts,New England,Northeast
1.0,10600.0,5320.0,7100.0,DebtCon,ProfExe,2.0,0.0,0.0,224.23333333,5.0,39.0,,2021-10-11,new ulm,Minnesota,West North Central,Midwest
1.0,10600.0,2200.0,3520.0,DebtCon,Mgr,13.0,0.0,0.0,90.333333333,5.0,14.0,,2018-08-01,westminster,California,Pacific,West
0.0,10600.0,5681.4,6669.2,DebtCon,Mgr,10.0,0.0,0.0,107.37405519,1.0,18.0,32.625687041,2021-04-09,morrison,Colorado,Mountain,West
0.0,10600.0,13682.0,20182.0,DebtCon,ProfExe,2.0,0.0,0.0,68.353056056,1.0,22.0,38.0722099,2019-09-08,hillsboro,Texas,West South Central,South
0.0,10600.0,5066.2,6249.1,DebtCon,Other,0.0,0.0,0.0,197.70926699,1.0,13.0,26.251888349,2017-07-09,madison heights,Virginia,South Atlantic,South
0.0,10600.0,4367.6,6157.6,DebtCon,Other,6.0,0.0,0.0,84.839126053,1.0,10.0,30.868137501,2021-03-17,etowah,Tennessee,East South Central,South
0.0,10600.0,6659.0,7746.5,CarImp,Other,1.0,1.0,0.0,110.77162319,0.0,6.0,39.735785258,2017-06-03,hendersonville,Tennessee,East South Central,South
0.0,10600.0,4697.2,8014.7,CarImp,Office,12.0,3.0,0.0,244.23353012,2.0,29.0,32.656531297,2017-04-30,norcross,Georgia,South Atlantic,South
0.0,10600.0,6324.5,8204.1,DebtCon,Office,3.0,1.0,3.0,184.5725782,3.0,29.0,38.219034312,2017-11-27,albuquerque,New Mexico,Mountain,West
0.0,10600.0,7384.4,10764.0,CarImp,ProfExe,3.0,0.0,0.0,92.979490511,0.0,34.0,37.319289307,2017-12-10,manchester,Iowa,West North Central,Midwest
0.0,10600.0,12013.7,13709.0,DebtCon,ProfExe,17.0,,1.0,173.6904615,0.0,33.0,30.958905738,2019-04-10,oakley,California,Pacific,West
0.0,10600.0,8039.7,20334.1,CarImp,Self,14.0,0.0,0.0,11.963733283,,7.0,18.732089739,2018-01-11,westminster,California,Pacific,West
0.0,10600.0,8321.7,10135.9,DebtCon,Mgr,1.0,0.0,0.0,54.746622005,2.0,24.0,40.76038718,2020-07-28,hemet,California,Pacific,West
0.0,10600.0,2766.6,5621.8,CarImp,Other,3.0,0.0,0.0,249.85118993,0.0,10.0,39.528326336,2018-07-19,odin,Minnesota,West North Central,Midwest
0.0,10600.0,6454.6,8457.6,DebtCon,Other,0.0,,,173.62528427,,35.0,28.971803768,2019-08-17,danville,Alabama,East South Central,South
0.0,10600.0,4801.8,6896.3,DebtCon,Mgr,2.0,0.0,0.0,186.7575926,1.0,16.0,30.655744344,2018-03-17,west grove,Pennsylvania,Middle Atlantic,Northeast
0.0,10600.0,5635.2,7527.7,DebtCon,Office,5.0,0.0,0.0,98.377278192,2.0,15.0,26.242394307,2017-06-11,lykens,Pennsylvania,Middle Atlantic,Northeast
0.0,10600.0,7202.2,8223.8,DebtCon,Office,5.0,1.0,2.0,181.76894044,3.0,30.0,39.594148271,2018-01-07,white plains,New York,Middle Atlantic,Northeast
0.0,10600.0,5870.1,6796.7,DebtCon,Mgr,10.0,0.0,0.0,116.53228926,1.0,19.0,31.540218257,2021-05-16,hiddenite,North Carolina,South Atlantic,South
0.0,10700.0,8519.8,10704.4,CarImp,ProfExe,0.0,0.0,0.0,66.758325469,0.0,19.0,36.846466819,2018-07-15,,District of Columbia,South Atlantic,South
0.0,10700.0,5619.7,7927.2,CarImp,Other,18.0,0.0,0.0,218.98166217,1.0,16.0,34.015359605,2020-09-23,hobe sound,Florida,South Atlantic,South
0.0,10700.0,12675.1,18455.4,DebtCon,Other,8.0,0.0,0.0,225.87035215,0.0,19.0,34.13705457,2019-12-22,webster,Texas,West South Central,South
0.0,10700.0,4832.2,6438.3,DebtCon,Other,0.0,1.0,0.0,185.25673471,2.0,12.0,28.030801551,2021-06-23,westminster,Colorado,Mountain,West
0.0,10700.0,8365.0,20372.0,CarImp,Self,11.0,0.0,0.0,13.588693962,,8.0,19.587710546,2019-11-01,west bloomfield,Michigan,East North Central,Midwest
0.0,10700.0,12433.0,17635.0,DebtCon,Other,8.0,0.0,0.0,222.63433925,1.0,19.0,33.964777335,2017-01-07,hinckley,Ohio,East North Central,Midwest
0.0,10700.0,5534.1,7806.2,CarImp,Other,3.0,0.0,1.0,192.59685455,0.0,12.0,28.828649308,2021-10-05,orangeville,Pennsylvania,Middle Atlantic,Northeast
1.0,10700.0,5504.3,6860.9,DebtCon,Other,2.0,0.0,0.0,46.272175955,1.0,17.0,25.448844532,2019-04-28,west orange,New Jersey,Middle Atlantic,Northeast
0.0,10700.0,7399.6,9276.6,DebtCon,Office,15.0,0.0,1.0,102.14742858,0.0,9.0,25.3840627,2020-09-07,north richland hill,Texas,West South Central,South
0.0,10700.0,5958.8,6916.6,CarImp,Other,6.0,0.0,0.0,133.90650517,0.0,17.0,36.180857581,2018-09-07,los altos,California,Pacific,West
0.0,10700.0,4957.3,6812.5,DebtCon,Other,2.0,0.0,0.0,223.2,0.0,10.0,,2020-09-14,hamtramck,Michigan,East North Central,Midwest
1.0,10700.0,12200.0,14800.0,DebtCon,ProfExe,0.7,0.0,0.0,165.33333333,7.0,29.0,,2021-02-10,north haven,Connecticut,New England,Northeast
1.0,10700.0,3400.0,4975.6,CarImp,Other,0.9,1.0,0.0,230.3,8.0,8.0,,2018-03-03,waukesha,Wisconsin,East North Central,Midwest
0.0,10700.0,6752.3,8556.0,DebtCon,Sales,5.0,0.0,0.0,126.84293494,0.0,35.0,26.001665333,2019-04-24,mesa,Arizona,Mountain,West
1.0,10700.0,4114.4,5937.5,DebtCon,Other,2.0,0.0,0.0,73.6,1.0,18.0,,2021-12-17,lompoc,California,Pacific,West
0.0,10700.0,5021.0,6483.8,CarImp,Other,9.0,0.0,0.0,95.039168276,2.0,34.0,40.396233444,2017-05-01,longview,Washington,Pacific,West
0.0,10700.0,5409.1,6766.1,CarImp,Other,27.0,0.0,2.0,188.53398908,0.0,24.0,38.589372345,2020-11-13,charleston,West Virginia,South Atlantic,South
0.0,10700.0,14747.7,18105.0,CarImp,Office,6.0,0.0,0.0,190.02108492,1.0,55.0,34.698162391,2021-07-30,charlotte,North Carolina,South Atlantic,South
0.0,10700.0,11511.8,12419.8,DebtCon,Self,6.0,1.0,0.0,174.34182326,0.0,19.0,31.75799058,2018-06-11,boys town,Nebraska,West North Central,Midwest
0.0,10700.0,11078.9,12678.1,DebtCon,Self,6.0,0.0,1.0,178.6374675,0.0,19.0,31.888936384,2017-11-19,niles,Ohio,East North Central,Midwest
0.0,10700.0,5122.4,7039.9,DebtCon,Mgr,5.0,,,110.67744165,,23.0,42.939294407,2018-08-10,north miami beach,Florida,South Atlantic,South
0.0,10700.0,6706.5,9617.1,DebtCon,Office,9.0,0.0,0.0,205.00760033,3.0,28.0,41.587201191,2019-07-24,marlow,Oklahoma,West South Central,South
0.0,10700.0,2956.9,4784.2,DebtCon,Other,12.0,,1.0,144.81717461,7.0,28.0,36.784582009,2020-03-17,north grafton,Massachusetts,New England,Northeast
0.0,10800.0,19900.0,22600.0,CarImp,ProfExe,11.0,0.0,0.0,236.36666667,0.0,22.0,,2019-06-30,murfreesboro,Tennessee,East South Central,South
1.0,10800.0,6430.5,10737.4,DebtCon,ProfExe,9.0,0.0,0.0,97.861325762,0.0,36.0,36.996385659,2018-07-27,waymart,Pennsylvania,Middle Atlantic,Northeast
0.0,10800.0,9856.8,12199.4,,Office,15.0,0.0,0.0,270.26516526,0.0,16.0,33.658292221,2021-03-29,williamston,Michigan,East North Central,Midwest
0.0,10800.0,3287.0,6157.2,DebtCon,Mgr,,,,,,,38.490246959,2020-09-15,loganville,Georgia,South Atlantic,South
1.0,10800.0,3560.2,7307.7,DebtCon,Self,,0.0,1.0,179.89655998,1.0,20.0,53.584883008,2019-08-31,watson,Illinois,East North Central,Midwest
0.0,10800.0,1195.0,4678.0,CarImp,Office,24.0,0.0,0.0,268.9,0.0,20.0,,2019-12-11,hartford,Connecticut,New England,Northeast
0.0,10800.0,7021.4,8388.2,DebtCon,Office,4.0,1.0,2.0,172.79930087,3.0,30.0,38.588823585,2020-05-17,monroe,North Carolina,South Atlantic,South
0.0,10800.0,4925.4,8052.7,CarImp,Other,2.0,0.0,2.0,202.53743039,0.0,13.0,29.551583139,2020-04-15,circle pines,Minnesota,West North Central,Midwest
0.0,10800.0,4435.5,5774.2,CarImp,Other,20.0,0.0,1.0,129.73199214,0.0,22.0,38.042767861,2017-04-24,oneonta,New York,Middle Atlantic,Northeast
0.0,10800.0,12573.2,18466.7,DebtCon,Other,7.0,0.0,0.0,212.22346879,0.0,19.0,33.920789966,2021-09-01,moorpark,California,Pacific,West
0.0,10800.0,3114.9,6723.9,DebtCon,Mgr,,,,,,,35.265437376,2020-12-31,helotes,Texas,West South Central,South
0.0,10800.0,8020.3,9873.1,DebtCon,Other,4.0,0.0,0.0,113.42514573,2.0,31.0,41.474073805,2020-08-02,west point,New York,Middle Atlantic,Northeast
0.0,10800.0,6418.1,7099.6,DebtCon,Other,4.0,0.0,0.0,171.75957905,2.0,17.0,33.227793593,2017-12-21,west roxbury,Massachusetts,New England,Northeast
1.0,10800.0,5789.2,7890.0,DebtCon,ProfExe,15.0,0.0,3.0,329.16666667,1.0,14.0,,2020-02-10,chapel hill,North Carolina,South Atlantic,South
0.0,10800.0,,,,,,,,,,,,2017-05-07,webster,Texas,West South Central,South
1.0,10800.0,7500.0,8740.0,CarImp,Other,7.0,1.0,0.0,101.46666667,2.0,19.0,,2020-02-20,metairie,Louisiana,West South Central,South
1.0,10800.0,5260.0,6670.0,DebtCon,ProfExe,2.0,0.0,0.0,110.56666667,5.0,26.0,,2017-09-16,mount pleasant mill,Pennsylvania,Middle Atlantic,Northeast
0.0,10800.0,7537.8,8606.0,DebtCon,Mgr,6.0,0.0,0.0,102.66507078,0.0,23.0,30.09500969,2018-10-18,collins,Ohio,East North Central,Midwest
0.0,10800.0,6774.0,10813.5,DebtCon,Office,11.0,0.0,0.0,163.27383179,1.0,12.0,38.383498378,2021-03-01,hialeah,Florida,South Atlantic,South
1.0,10800.0,19448.5,22867.0,CarImp,ProfExe,1.0,0.0,0.0,75.458150356,,4.0,28.370130884,2018-04-10,clearfield,Kentucky,East South Central,South
0.0,10800.0,5647.7,9498.0,CarImp,Other,17.0,0.0,0.0,179.91736263,0.0,28.0,25.210739655,2018-09-12,harrisonburg,Virginia,South Atlantic,South
0.0,10800.0,7889.8,8656.7,DebtCon,ProfExe,9.0,0.0,0.0,179.83082878,0.0,12.0,40.291951983,2018-02-24,omaha,Texas,West South Central,South
0.0,10800.0,5946.9,6983.4,DebtCon,Other,3.0,0.0,0.0,308.75917568,0.0,9.0,34.095785093,2018-08-17,northfield,Minnesota,West North Central,Midwest
0.0,10800.0,6179.1,7836.1,DebtCon,Office,5.0,0.0,0.0,94.518067782,2.0,15.0,28.088524645,2017-08-09,littleton,Colorado,Mountain,West
1.0,10800.0,2418.2,3975.0,DebtCon,ProfExe,2.0,0.0,0.0,176.83333333,0.0,36.0,,2019-11-02,loa,Utah,Mountain,West
0.0,10800.0,,4949.5,CarImp,Mgr,5.0,,,141.16529822,,8.0,21.079998939,2018-04-10,newport,New Hampshire,New England,Northeast
0.0,10800.0,8344.1,9214.8,DebtCon,Mgr,5.0,0.0,0.0,119.14584404,1.0,26.0,40.978635322,2017-01-20,hialeah,Florida,South Atlantic,South
0.0,10800.0,4995.3,7532.2,DebtCon,Other,0.0,0.0,0.0,58.892731331,8.0,21.0,23.875946186,2017-05-11,westminster,California,Pacific,West
0.0,10800.0,6717.1,8213.8,CarImp,Other,2.0,0.0,0.0,89.124526305,0.0,6.0,38.8031464,2018-12-13,hillsboro,Texas,West South Central,South
